date,kind,event,source_file,evidence
2024-05-15,release,braze-cordova-sdk 9.1.0,sdk_releases.csv,company-own (technical)
2024-05-16,incident,incident (maintenance): [Scheduled] US Region Network Maintenance,incidents.csv,company-own (operational)
2024-05-16,release,public repo created: braze-expo-plugin-eas-preview,repos.csv,company-own (technical)
2024-05-17,filing,4 filed,filings.csv,statutory (SEC)
2024-05-17,filing,144 filed,filings.csv,statutory (SEC)
2024-05-20,filing,4 filed,filings.csv,statutory (SEC)
2024-05-20,filing,4 filed,filings.csv,statutory (SEC)
2024-05-20,filing,4 filed,filings.csv,statutory (SEC)
2024-05-20,filing,4 filed,filings.csv,statutory (SEC)
2024-05-20,filing,4 filed,filings.csv,statutory (SEC)
2024-05-20,filing,4 filed,filings.csv,statutory (SEC)
2024-05-20,filing,144 filed,filings.csv,statutory (SEC)
2024-05-20,filing,144 filed,filings.csv,statutory (SEC)
2024-05-20,release,public repo created: ice_cube,repos.csv,company-own (technical)
2024-05-22,incident,incident (minor): Elevated REST API error rates in US06,incidents.csv,company-own (operational)
2024-05-23,release,braze-cordova-sdk 9.2.0,sdk_releases.csv,company-own (technical)
2024-05-23,release,braze-swift-sdk 9.2.0,sdk_releases.csv,company-own (technical)
2024-05-23,release,braze-swift-sdk-prebuilt-dynamic 9.2.0,sdk_releases.csv,company-own (technical)
2024-05-23,release,braze-swift-sdk-prebuilt-static 9.2.0,sdk_releases.csv,company-own (technical)
2024-05-23,release,braze-swift-sdk-prebuilt-mergeable 9.2.0,sdk_releases.csv,company-own (technical)
2024-05-24,release,braze-segment-swift 3.0.0,sdk_releases.csv,company-own (technical)
2024-05-30,release,braze-swift-sdk 9.3.0,sdk_releases.csv,company-own (technical)
2024-05-30,release,braze-swift-sdk-prebuilt-dynamic 9.3.0,sdk_releases.csv,company-own (technical)
2024-05-30,release,braze-swift-sdk-prebuilt-static 9.3.0,sdk_releases.csv,company-own (technical)
2024-05-30,release,braze-swift-sdk-prebuilt-mergeable 9.3.0,sdk_releases.csv,company-own (technical)
2024-06-03,filing,4 filed,filings.csv,statutory (SEC)
2024-06-03,filing,4 filed,filings.csv,statutory (SEC)
2024-06-03,filing,3 filed,filings.csv,statutory (SEC)
2024-06-03,filing,"8-K filed (5.02,7.01,9.01)",filings.csv,statutory (SEC)
2024-06-03,incident,incident (minor): EU01 and EU02 Elavated Errors and Latency,incidents.csv,company-own (operational)
2024-06-05,filing,4 filed,filings.csv,statutory (SEC)
2024-06-06,filing,"8-K filed (2.02,9.01)",filings.csv,statutory (SEC)
2024-06-07,filing,10-Q filed,filings.csv,statutory (SEC)
2024-06-12,filing,4 filed,filings.csv,statutory (SEC)
2024-06-18,filing,4 filed,filings.csv,statutory (SEC)
2024-06-18,filing,4 filed,filings.csv,statutory (SEC)
2024-06-18,filing,4 filed,filings.csv,statutory (SEC)
2024-06-18,filing,4 filed,filings.csv,statutory (SEC)
2024-06-19,incident,incident (major): Issues creating cases via the Braze Support Portal,incidents.csv,company-own (operational)
2024-06-21,filing,144 filed,filings.csv,statutory (SEC)
2024-06-25,filing,4 filed,filings.csv,statutory (SEC)
2024-06-25,filing,4 filed,filings.csv,statutory (SEC)
2024-06-27,release,braze-swift-sdk 9.3.1,sdk_releases.csv,company-own (technical)
2024-06-27,release,braze-swift-sdk-prebuilt-dynamic 9.3.1,sdk_releases.csv,company-own (technical)
2024-06-27,release,braze-swift-sdk-prebuilt-static 9.3.1,sdk_releases.csv,company-own (technical)
2024-06-27,release,braze-swift-sdk-prebuilt-mergeable 9.3.1,sdk_releases.csv,company-own (technical)
2024-06-28,filing,4 filed,filings.csv,statutory (SEC)
2024-06-28,filing,4 filed,filings.csv,statutory (SEC)
2024-06-28,filing,4 filed,filings.csv,statutory (SEC)
2024-06-28,filing,4 filed,filings.csv,statutory (SEC)
2024-06-28,filing,4 filed,filings.csv,statutory (SEC)
2024-06-28,filing,4 filed,filings.csv,statutory (SEC)
2024-06-28,filing,144 filed,filings.csv,statutory (SEC)
2024-07-02,filing,4 filed,filings.csv,statutory (SEC)
2024-07-02,filing,8-K filed (5.07),filings.csv,statutory (SEC)
2024-07-02,release,public repo created: composable-core-location,repos.csv,company-own (technical)
2024-07-08,filing,4 filed,filings.csv,statutory (SEC)
2024-07-08,release,public repo created: swift-dependencies-additions,repos.csv,company-own (technical)
2024-07-11,filing,144 filed,filings.csv,statutory (SEC)
2024-07-11,release,public repo created: braze-expo-plugin-live-activities-sample,repos.csv,company-own (technical)
2024-07-12,incident,incident (minor): Messaging and Data Processing latency,incidents.csv,company-own (operational)
2024-07-15,filing,144 filed,filings.csv,statutory (SEC)
2024-07-15,filing,144 filed,filings.csv,statutory (SEC)
2024-07-15,filing,4 filed,filings.csv,statutory (SEC)
2024-07-15,release,public repo created: .github,repos.csv,company-own (technical)
2024-07-16,filing,144 filed,filings.csv,statutory (SEC)
2024-07-17,filing,4 filed,filings.csv,statutory (SEC)
2024-07-17,filing,4 filed,filings.csv,statutory (SEC)
2024-07-17,filing,4 filed,filings.csv,statutory (SEC)
2024-07-17,filing,144 filed,filings.csv,statutory (SEC)
2024-07-19,filing,4 filed,filings.csv,statutory (SEC)
2024-07-29,filing,4 filed,filings.csv,statutory (SEC)
2024-07-29,release,braze-android-sdk v32.0.0,sdk_releases.csv,company-own (technical)
2024-07-31,filing,4 filed,filings.csv,statutory (SEC)
2024-07-31,financial,FY2025 as at 2024-07-31 reported,financials_annual.csv,audited (SEC XBRL)
2024-07-31,incident,incident (critical): Braze Learning Unavailable,incidents.csv,company-own (operational)
2024-08-01,filing,144 filed,filings.csv,statutory (SEC)
2024-08-05,filing,4 filed,filings.csv,statutory (SEC)
2024-08-05,filing,4 filed,filings.csv,statutory (SEC)
2024-08-05,release,braze-swift-sdk 10.0.0,sdk_releases.csv,company-own (technical)
2024-08-05,release,braze-swift-sdk-prebuilt-dynamic 10.0.0,sdk_releases.csv,company-own (technical)
2024-08-05,release,braze-swift-sdk-prebuilt-static 10.0.0,sdk_releases.csv,company-own (technical)
2024-08-05,release,braze-swift-sdk-prebuilt-mergeable 10.0.0,sdk_releases.csv,company-own (technical)
2024-08-09,release,braze-xamarin-sdk 6.0.0,sdk_releases.csv,company-own (technical)
2024-08-13,release,braze-react-native-sdk 12.0.0,sdk_releases.csv,company-own (technical)
2024-08-14,release,public repo created: crypto,repos.csv,company-own (technical)
2024-08-20,filing,4 filed,filings.csv,statutory (SEC)
2024-08-20,filing,4 filed,filings.csv,statutory (SEC)
2024-08-20,filing,4 filed,filings.csv,statutory (SEC)
2024-08-20,filing,4 filed,filings.csv,statutory (SEC)
2024-08-20,filing,4 filed,filings.csv,statutory (SEC)
2024-08-20,filing,4 filed,filings.csv,statutory (SEC)
2024-08-20,filing,144 filed,filings.csv,statutory (SEC)
2024-08-20,filing,144 filed,filings.csv,statutory (SEC)
2024-08-20,filing,144 filed,filings.csv,statutory (SEC)
2024-08-20,incident,incident (none): Elevated Dashboard Login Errors EU01,incidents.csv,company-own (operational)
2024-08-22,release,braze-swift-sdk 10.1.0,sdk_releases.csv,company-own (technical)
2024-08-22,release,braze-swift-sdk-prebuilt-dynamic 10.1.0,sdk_releases.csv,company-own (technical)
2024-08-22,release,braze-swift-sdk-prebuilt-static 10.1.0,sdk_releases.csv,company-own (technical)
2024-08-22,release,braze-swift-sdk-prebuilt-mergeable 10.1.0,sdk_releases.csv,company-own (technical)
2024-08-23,release,braze-react-native-sdk 12.1.0,sdk_releases.csv,company-own (technical)
2024-08-26,filing,144 filed,filings.csv,statutory (SEC)
2024-08-26,release,braze-cordova-sdk 10.0.0,sdk_releases.csv,company-own (technical)
2024-08-27,incident,incident (major): Issue impacting EU-01 SDK,incidents.csv,company-own (operational)
2024-08-28,filing,4 filed,filings.csv,statutory (SEC)
2024-08-28,filing,4 filed,filings.csv,statutory (SEC)
2024-08-30,release,braze-swift-sdk 10.2.0,sdk_releases.csv,company-own (technical)
2024-08-30,release,braze-swift-sdk-prebuilt-dynamic 10.2.0,sdk_releases.csv,company-own (technical)
2024-08-30,release,braze-swift-sdk-prebuilt-static 10.2.0,sdk_releases.csv,company-own (technical)
2024-08-30,release,braze-swift-sdk-prebuilt-mergeable 10.2.0,sdk_releases.csv,company-own (technical)
2024-09-01,incident,incident (minor): Latency and API Errors in US 01,incidents.csv,company-own (operational)
2024-09-03,filing,144 filed,filings.csv,statutory (SEC)
2024-09-03,release,braze-segment-swift 4.0.0,sdk_releases.csv,company-own (technical)
2024-09-05,filing,4 filed,filings.csv,statutory (SEC)
2024-09-05,filing,4 filed,filings.csv,statutory (SEC)
2024-09-05,filing,"8-K filed (2.02,9.01)",filings.csv,statutory (SEC)
2024-09-06,filing,10-Q filed,filings.csv,statutory (SEC)
2024-09-09,filing,4 filed,filings.csv,statutory (SEC)
2024-09-10,filing,4 filed,filings.csv,statutory (SEC)
2024-09-11,filing,4 filed,filings.csv,statutory (SEC)
2024-09-13,release,braze-swift-sdk 10.3.0,sdk_releases.csv,company-own (technical)
2024-09-13,release,braze-swift-sdk-prebuilt-dynamic 10.3.0,sdk_releases.csv,company-own (technical)
2024-09-13,release,braze-swift-sdk-prebuilt-static 10.3.0,sdk_releases.csv,company-own (technical)
2024-09-13,release,braze-swift-sdk-prebuilt-mergeable 10.3.0,sdk_releases.csv,company-own (technical)
2024-09-16,release,braze-react-native-sdk 12.2.0,sdk_releases.csv,company-own (technical)
2024-09-16,release,braze-android-sdk v32.1.0,sdk_releases.csv,company-own (technical)
2024-09-18,release,braze-swift-sdk 10.3.1,sdk_releases.csv,company-own (technical)
2024-09-18,release,braze-swift-sdk-prebuilt-dynamic 10.3.1,sdk_releases.csv,company-own (technical)
2024-09-18,release,braze-swift-sdk-prebuilt-static 10.3.1,sdk_releases.csv,company-own (technical)
2024-09-18,release,braze-swift-sdk-prebuilt-mergeable 10.3.1,sdk_releases.csv,company-own (technical)
2024-09-23,release,braze-swift-sdk 11.0.0,sdk_releases.csv,company-own (technical)
2024-09-23,release,braze-swift-sdk-prebuilt-dynamic 11.0.0,sdk_releases.csv,company-own (technical)
2024-09-23,release,braze-swift-sdk-prebuilt-static 11.0.0,sdk_releases.csv,company-own (technical)
2024-09-23,release,braze-swift-sdk-prebuilt-mergeable 11.0.0,sdk_releases.csv,company-own (technical)
2024-09-26,release,braze-react-native-sdk 13.0.0,sdk_releases.csv,company-own (technical)
2024-09-30,incident,incident (major): Network issues in US clusters,incidents.csv,company-own (operational)
2024-10-01,filing,144 filed,filings.csv,statutory (SEC)
2024-10-02,release,braze-swift-sdk 11.1.0,sdk_releases.csv,company-own (technical)
2024-10-02,release,braze-swift-sdk-prebuilt-dynamic 11.1.0,sdk_releases.csv,company-own (technical)
2024-10-02,release,braze-swift-sdk-prebuilt-static 11.1.0,sdk_releases.csv,company-own (technical)
2024-10-02,release,braze-swift-sdk-prebuilt-mergeable 11.1.0,sdk_releases.csv,company-own (technical)
2024-10-03,filing,4 filed,filings.csv,statutory (SEC)
2024-10-03,release,braze-android-sdk v33.0.0,sdk_releases.csv,company-own (technical)
2024-10-04,filing,4 filed,filings.csv,statutory (SEC)
2024-10-04,release,public repo created: braze-swift-sdk-hang-investigation,repos.csv,company-own (technical)
2024-10-07,filing,144 filed,filings.csv,statutory (SEC)
2024-10-09,filing,4 filed,filings.csv,statutory (SEC)
2024-10-14,incident,incident (minor): Issues with Meta services,incidents.csv,company-own (operational)
2024-10-15,incident,incident (major): Sparkpost issue Impacting Email Message Sending,incidents.csv,company-own (operational)
2024-10-16,filing,4 filed,filings.csv,statutory (SEC)
2024-10-16,release,braze-swift-sdk 11.1.1,sdk_releases.csv,company-own (technical)
2024-10-16,release,braze-swift-sdk-prebuilt-dynamic 11.1.1,sdk_releases.csv,company-own (technical)
2024-10-16,release,braze-swift-sdk-prebuilt-static 11.1.1,sdk_releases.csv,company-own (technical)
2024-10-16,release,braze-swift-sdk-prebuilt-mergeable 11.1.1,sdk_releases.csv,company-own (technical)
2024-10-17,filing,4 filed,filings.csv,statutory (SEC)
2024-10-17,incident,incident (maintenance): [Scheduled] Continued Migration to Cloudflare CDN - EU-01 Cluster,incidents.csv,company-own (operational)
2024-10-17,release,braze-react-native-sdk 13.1.0,sdk_releases.csv,company-own (technical)
2024-10-19,incident,incident (none): Google Firebase incident causing Android Push Notification errors,incidents.csv,company-own (operational)
2024-10-21,release,braze-segment-swift 5.0.0,sdk_releases.csv,company-own (technical)
2024-10-22,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-10-22,incident,incident (maintenance): [Scheduled] Continued Migration to Cloudflare CDN - US-03 Cluster,incidents.csv,company-own (operational)
2024-10-24,incident,incident (maintenance): [Scheduled] Continued Migration to Cloudflare CDN - US-01 Cluster,incidents.csv,company-own (operational)
2024-10-28,release,braze-react-native-sdk 13.1.1,sdk_releases.csv,company-own (technical)
2024-10-30,release,braze-swift-sdk 11.2.0,sdk_releases.csv,company-own (technical)
2024-10-30,release,braze-swift-sdk-prebuilt-dynamic 11.2.0,sdk_releases.csv,company-own (technical)
2024-10-30,release,braze-swift-sdk-prebuilt-static 11.2.0,sdk_releases.csv,company-own (technical)
2024-10-30,release,braze-swift-sdk-prebuilt-mergeable 11.2.0,sdk_releases.csv,company-own (technical)
2024-10-31,financial,FY2025 as at 2024-10-31 reported,financials_annual.csv,audited (SEC XBRL)
2024-11-05,filing,4 filed,filings.csv,statutory (SEC)
2024-11-05,incident,incident (major): Email links for SparkPost customers serving 502s due to SparkPost incident,incidents.csv,company-own (operational)
2024-11-06,filing,UPLOAD filed,filings.csv,statutory (SEC)
2024-11-06,release,braze-swift-sdk 11.3.0,sdk_releases.csv,company-own (technical)
2024-11-06,release,braze-android-sdk v33.1.0,sdk_releases.csv,company-own (technical)
2024-11-06,release,braze-swift-sdk-prebuilt-dynamic 11.3.0,sdk_releases.csv,company-own (technical)
2024-11-06,release,braze-swift-sdk-prebuilt-static 11.3.0,sdk_releases.csv,company-own (technical)
2024-11-06,release,braze-swift-sdk-prebuilt-mergeable 11.3.0,sdk_releases.csv,company-own (technical)
2024-11-07,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-11-07,release,public repo created: mongo-POCDriver,repos.csv,company-own (technical)
2024-11-08,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-11-08,filing,CORRESP filed,filings.csv,statutory (SEC)
2024-11-13,filing,SC 13G filed,filings.csv,statutory (SEC)
2024-11-14,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-11-14,filing,4 filed,filings.csv,statutory (SEC)
2024-11-18,filing,UPLOAD filed,filings.csv,statutory (SEC)
2024-11-20,filing,4 filed,filings.csv,statutory (SEC)
2024-11-20,filing,4 filed,filings.csv,statutory (SEC)
2024-11-20,filing,4 filed,filings.csv,statutory (SEC)
2024-11-20,filing,4 filed,filings.csv,statutory (SEC)
2024-11-20,filing,4 filed,filings.csv,statutory (SEC)
2024-11-20,filing,4 filed,filings.csv,statutory (SEC)
2024-11-20,filing,144 filed,filings.csv,statutory (SEC)
2024-11-20,filing,144 filed,filings.csv,statutory (SEC)
2024-11-20,incident,incident (minor): Email links for SparkPost customers serving 502s due to SparkPost incident,incidents.csv,company-own (operational)
2024-11-20,incident,incident (maintenance): [Scheduled] EU-01 Dashboard maintenance,incidents.csv,company-own (operational)
2024-11-22,incident,incident (minor): Email links for SparkPost customers serving 502s due to SparkPost incident,incidents.csv,company-own (operational)
2024-11-22,incident,incident (minor): Email links for SparkPost customers serving 502s due to SparkPost incident,incidents.csv,company-own (operational)
2024-11-22,incident,incident (maintenance): [Scheduled] EU network maintenance,incidents.csv,company-own (operational)
2024-11-25,release,public repo created: omnicache,repos.csv,company-own (technical)
2024-11-29,incident,incident (minor): SparkPost email delivery latency in EU region,incidents.csv,company-own (operational)
