slug,file,title,description,section,url,fetched,bytes,body_bytes,words,headings,h2s,code_blocks,tables,links,evidence
docs__partners__data_and_analytics__customer_data_platform__amplitude__amplitude_audiences,docs__partners__data_and_analytics__customer_data_platform__amplitude__amplitude_audiences.md,Amplitude,"This reference article outlines the partnership between Braze and Amplitude, a product analytics and business intelligence platform.",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/amplitude/amplitude_audiences,2026-09-02,5016,4540,688,11,6,0,14,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__amplitude__amplitude_cohort_import,docs__partners__data_and_analytics__customer_data_platform__amplitude__amplitude_cohort_import.md,Amplitude cohort import,"This reference article outlines the cohort import functionality of Amplitude, a product analytics and business intelligence platform.",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/amplitude/amplitude_cohort_import,2026-09-02,3806,3307,540,10,3,0,0,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__amplitude__amplitude_for_currents,docs__partners__data_and_analytics__customer_data_platform__amplitude__amplitude_for_currents.md,Amplitude for Currents,"This reference article outlines the partnership between Braze Currents and Amplitude, a product analytics and business intelligence platform.",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/amplitude/amplitude_for_currents,2026-09-02,5274,4770,723,7,4,2,8,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__amplitude__amplitude_user_profile_api,docs__partners__data_and_analytics__customer_data_platform__amplitude__amplitude_user_profile_api.md,Amplitude and Connected Content,"Amplitude's User Profile API serves Amplitude user profiles. This includes user properties, computed user properties, a list of cohort IDs of cohorts that include the...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/amplitude/amplitude_user_profile_api,2026-09-02,6470,5921,765,21,2,12,56,6,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__blueconic,docs__partners__data_and_analytics__customer_data_platform__blueconic.md,BlueConic,"This reference article outlines the partnership between Braze and BlueConic, a leading pure-play customer data platform, allowing you to unify data across persistent, individual profiles...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/blueconic,2026-09-02,6600,6108,936,8,4,0,14,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__celebrus,docs__partners__data_and_analytics__customer_data_platform__celebrus.md,Celebrus,Integrating Braze and Celebrus.,partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/celebrus,2026-09-02,5268,4937,755,8,2,2,10,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__chord,docs__partners__data_and_analytics__customer_data_platform__chord.md,Chord,"Connect the Chord customer data platform (CDP) to Braze to forward eCommerce events and identity updates for messaging, segmentation, and journeys.",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/chord,2026-09-02,5660,5222,788,14,8,0,16,1,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__crowdtwist,docs__partners__data_and_analytics__customer_data_platform__crowdtwist.md,Oracle Crowdtwist,"This article outlines the partnership between Braze and Oracle Crowdtwist, by way of specially-created Braze Data-Transformation templates and Crowdtwist's Data Push Objects.",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/crowdtwist,2026-09-02,12925,12438,1760,8,4,8,14,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__dynamics_365_customer_insights,docs__partners__data_and_analytics__customer_data_platform__dynamics_365_customer_insights.md,Dynamics 365 Customer Insights,"This reference article outlines the partnership between Braze and Dynamics 365 Customer Insights, a leading enterprise customer data platform, that allows you export customer segments...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/dynamics_365_customer_insights,2026-09-02,4763,4211,653,8,3,0,8,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__growthloop,docs__partners__data_and_analytics__customer_data_platform__growthloop.md,GrowthLoop,"This reference article outlines the partnership between Braze and GrowthLoop, a platform that allows you to segment customer data directly from data warehouses and send...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/growthloop,2026-09-02,3589,3112,477,8,5,0,8,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__lemnisk,docs__partners__data_and_analytics__customer_data_platform__lemnisk.md,Lemnisk,"This reference article details the partnership between Braze and Lemnisk, an AI-enabled customer data platform-led Marketing Automation platform, allowing you to stream user data collected...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/lemnisk,2026-09-02,3858,3370,515,7,3,0,10,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__lexer,docs__partners__data_and_analytics__customer_data_platform__lexer.md,Lexer,"This reference article outlines the partnership between Braze and Lexer, a customer data platform that puts customer data in the hands of marketers to inspire...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/lexer,2026-09-02,4935,4483,714,9,4,0,10,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__lytics,docs__partners__data_and_analytics__customer_data_platform__lytics.md,Lytics,"This reference article covers the Braze and Lytics integration. Lytics is an enterprise Customer Data platform for marketers, analysts, and technologists. This integration allows brands...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/lytics,2026-09-02,8216,7734,1170,17,5,6,18,1,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__merkury,docs__partners__data_and_analytics__customer_data_platform__merkury.md,Merkury,"This reference article outlines the partnership between Braze and Merkury, an enterprise identity platform for your apps, that allows you to leverages the `MerkuryID` to...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/merkury,2026-09-02,3512,3043,436,8,3,0,21,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__mparticle,docs__partners__data_and_analytics__customer_data_platform__mparticle.md,mParticle,"This landing page is home to all things mParticle, including integration guidance and mParticle for Currents.",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/mparticle,2026-09-02,717,305,43,1,0,0,0,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__mparticle__mparticle,docs__partners__data_and_analytics__customer_data_platform__mparticle__mparticle.md,mParticle by Rokt,"This reference article outlines the partnership between Braze and mParticle, a customer data platform that collects and routes information between sources in your marketing stack....",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/mparticle/mparticle,2026-09-02,22978,22464,3414,36,5,0,56,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__mparticle__mparticle_for_currents,docs__partners__data_and_analytics__customer_data_platform__mparticle__mparticle_for_currents.md,mParticle for Currents,"This reference article outlines the partnership between Braze Currents and mParticle, a customer data platform that collects and routes information between sources in your marketing...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/mparticle/mparticle_for_currents,2026-09-02,4585,4038,646,7,4,0,8,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__octolis,docs__partners__data_and_analytics__customer_data_platform__octolis.md,Octolis,"This reference article outlines the partnership between Braze and Octolis, a data activation platform, that allows you to integrate your data into Braze.",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/octolis,2026-09-02,5335,4885,793,9,4,0,24,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__redpoint,docs__partners__data_and_analytics__customer_data_platform__redpoint.md,Redpoint,The Redpoint to Braze integration allows you to onboard and enrich Braze user profiles with your first-party data.,partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/redpoint,2026-09-02,8034,7620,1129,17,5,0,40,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__rudderstack__rudderstack,docs__partners__data_and_analytics__customer_data_platform__rudderstack__rudderstack.md,RudderStack,"This article outlines the partnership between Braze and RudderStack, an open-source customer data infrastructure offering seamless Braze integration for your Android, iOS, and web applications....",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/rudderstack/rudderstack,2026-09-02,11376,10846,1667,15,6,4,16,0,company-own (technical)
docs__partners__data_and_analytics__customer_data_platform__rudderstack__rudderstack_for_currents,docs__partners__data_and_analytics__customer_data_platform__rudderstack__rudderstack_for_currents.md,RudderStack for Currents,"This article outlines the partnership between Braze Currents and RudderStack, an open-source customer data infrastructure that offers a seamless Braze integration for your Android, iOS,...",partners/data_and_analytics,https://www.braze.com/docs/partners/data_and_analytics/customer_data_platform/rudderstack/rudderstack_for_currents,2026-09-02,2616,2055,311,7,3,0,8,0,company-own (technical)
